# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	WORDINSOURCE	COUNTERPART	IPA	COGID
2114	Mishlesh_Tsakhur	what	96	hi=ǯoː {гьиджо̄}	гьиджо̄	hi=ǯoː	412
2115	Mikik_Tsakhur	what	96	hi=žoː ~ hu=žoː ~ žoː	hi=žoː ~ hu=žoː ~ žoː	hi=žoː ~ hu=žoː ~ žoː	412
2116	Gelmets_Tsakhur	what	96	ha=ži-way	ha=ži-way	ha=ži-way	412
2117	Mukhad_Rutul	what	96	ši-w {шив}	шив	ši-w	411
2118	Ixrek_Rutul	what	96	ši-w {шив}	шив	ši-w	411
2119	Luchek_Rutul	what	96	ši-wi	ši-wi	ši-wi	411
2120	Koshan_Aghul	what	96	fi	fi	fi	414
2121	Keren_Aghul	what	96	fi	fi	fi	414
2122	Gequn_Aghul	what	96	fi	fi	fi	414
2123	Fite_Aghul	what	96	fi	fi	fi	414
2124	Aghul_proper	what	96	fi	fi	fi	414
2125	Northern_Tabasaran	what	96	fi	fi	fi	414
2126	Southern_Tabasaran	what	96	fu	fu	fu	414
2127	Gyune_Lezgi	what	96	wu=č	wu=č	wu=č	412
2128	Outgroup_Chechen	what	96	hun {хIун}	хIун	hun	415
2129	Mukhad_Rutul	what	96	ši=w	ši=w	ši=w	413
2130	Ixrek_Rutul	what	96	ši=w	ši=w	ši=w	413
2131	Luchek_Rutul	what	96	ši=wi	ši=wi	ši=wi	413
2132	Gyune_Lezgi	what	96	wu-č	wu-č	wu-č	414
#
2133	Nidzh_Udi	white	97	macːi {мацIи}	мацIи	macːi	416
2134	Vartashen_Udi	white	97	macːi {мацIи}	мацIи	macːi	416
2135	Archi	white	97	čʼuˤbˈa-tːu-class	čʼuˤbˈa-tːu-class	čʼuˤbˈa-tːu-class	417
2136	Kryts_proper	white	97	läzɨ	läzɨ	läzɨ	418
2137	Alyk_Kryts	white	97	luzu	luzu	luzu	418
2138	Budukh	white	97	luzu {лузу}	лузу	luzu	418
2139	Mishlesh_Tsakhur	white	97	ǯagʷara-n {джагваран}	джагваран	ǯagʷara-n	419
2140	Mikik_Tsakhur	white	97	ǯagʷara-n	ǯagʷara-n	ǯagʷara-n	419
2141	Gelmets_Tsakhur	white	97	ǯagʷara-nʸ	ǯagʷara-nʸ	ǯagʷara-nʸ	419
2142	Mukhad_Rutul	white	97	ǯagʷar-dɨ {джагварды}	джагварды	ǯagʷar-dɨ	419
2143	Ixrek_Rutul	white	97	ǯegʷär-dɨ ~ ǯagʷar-dɨ {джегваьрды ~ джагварды}	джегваьрды ~ джагварды	ǯegʷär-dɨ ~ ǯagʷar-dɨ	419
2144	Luchek_Rutul	white	97	ǯagːʷar-dɨ	ǯagːʷar-dɨ	ǯagːʷar-dɨ	419
2145	Koshan_Aghul	white	97	ǯagʷari-r	ǯagʷari-r	ǯagʷari-r	419
2146	Keren_Aghul	white	97	žagʷar-f	žagʷar-f	žagʷar-f	419
2147	Gequn_Aghul	white	97	ǯagʷar-f	ǯagʷar-f	ǯagʷar-f	419
2148	Fite_Aghul	white	97	žagʷar-t	žagʷar-t	žagʷar-t	419
2149	Aghul_proper	white	97	ǯagʷar-f	ǯagʷar-f	ǯagʷar-f	419
2150	Northern_Tabasaran	white	97	liʒˈi	liʒˈi	liʒˈi	418
2151	Southern_Tabasaran	white	97	lizˈi	lizˈi	lizˈi	418
2152	Gyune_Lezgi	white	97	lacːˈu	lacːˈu	lacːˈu	418
2153	Outgroup_Chechen	white	97	kʼay-n {кIайн}	кIайн	kʼay-n	420
#
2154	Nidzh_Udi	who	98	šu {шу}	шу	šu	421
2155	Vartashen_Udi	who	98	šu {шу}	шу	šu	421
2156	Archi	who	98	kʷi	kʷi	kʷi	422
2157	Kryts_proper	who	98	tiy ~ ti	tiy ~ ti	tiy ~ ti	423
2158	Alyk_Kryts	who	98	ti	ti	ti	423
2159	Budukh	who	98	tu {ту}	ту	tu	423
2160	Mishlesh_Tsakhur	who	98	ha=šːu {гьащу}	гьащу	ha=šːu	421
2161	Mikik_Tsakhur	who	98	hu=šːiː ~ ha=šːu	hu=šːiː ~ ha=šːu	hu=šːiː ~ ha=šːu	421
2162	Gelmets_Tsakhur	who	98	ha=šːu	ha=šːu	ha=šːu	421
2163	Mukhad_Rutul	who	98	wu=š ~ wɨ=š {вуш ~ выш}	вуш ~ выш	wu=š ~ wɨ=š	421
2164	Ixrek_Rutul	who	98	wɨ=š {выш}	выш	wɨ=š	421
2165	Luchek_Rutul	who	98	hu=ši	hu=ši	hu=ši	421
2166	Koshan_Aghul	who	98	fu=š	fu=š	fu=š	421
2167	Keren_Aghul	who	98	fi=š	fi=š	fi=š	421
2168	Gequn_Aghul	who	98	fi=š	fi=š	fi=š	421
2169	Fite_Aghul	who	98	fi=ǯ ~ fi=ž	fi=ǯ ~ fi=ž	fi=ǯ ~ fi=ž	421
2170	Aghul_proper	who	98	fu=š	fu=š	fu=š	421
2171	Northern_Tabasaran	who	98	hu=žˈu ~ hu=ž	hu=žˈu ~ hu=ž	hu=žˈu ~ hu=ž	421
2172	Southern_Tabasaran	who	98	fu=ž	fu=ž	fu=ž	421
2173	Gyune_Lezgi	who	98	wu=ž	wu=ž	wu=ž	421
2174	Outgroup_Chechen	who	98	mi-la {мила}	мила	mi-la	427
2175	Mukhad_Rutul	who	98	wu-š	wu-š	wu-š	424
2176	Ixrek_Rutul	who	98	wɨ-š	wɨ-š	wɨ-š	424
2177	Luchek_Rutul	who	98	hu-ši	hu-ši	hu-ši	424
2178	Koshan_Aghul	who	98	fu-š	fu-š	fu-š	425
2179	Keren_Aghul	who	98	fi-š	fi-š	fi-š	425
2180	Gequn_Aghul	who	98	fi-š	fi-š	fi-š	425
2181	Fite_Aghul	who	98	fi-ǯ ~ fi-ž	fi-ǯ ~ fi-ž	fi-ǯ ~ fi-ž	425
2182	Aghul_proper	who	98	fu-š	fu-š	fu-š	425
2183	Northern_Tabasaran	who	98	hu-žˈu	hu-žˈu	hu-žˈu	426
2184	Southern_Tabasaran	who	98	fu-ž	fu-ž	fu-ž	425
2185	Gyune_Lezgi	who	98	wu-ž	wu-ž	wu-ž	425
2186	Outgroup_Chechen	who	98	ħa	ħa	ħa	428
#
2392	Nidzh_Udi	wind	108	muš {муш}	муш	muš	475
2393	Vartashen_Udi	wind	108	muš {муш}	муш	muš	475
2394	Archi	wind	108	hawˈa	hawˈa	hawˈa	-705
2395	Kryts_proper	wind	108	kulak	kulak	kulak	-706
2396	Alyk_Kryts	wind	108	kulak	kulak	kulak	-707
2397	Budukh	wind	108	kulak {кулак}	кулак	kulak	-708
2398	Mishlesh_Tsakhur	wind	108	mɨc {мыц}	мыц	mɨc	475
2399	Mikik_Tsakhur	wind	108	mɨc	mɨc	mɨc	475
2400	Gelmets_Tsakhur	wind	108	mɨc	mɨc	mɨc	475
2401	Mukhad_Rutul	wind	108	xɨbɨl ~ xɨbul {хьыбыл}	хьыбыл	xɨbɨl ~ xɨbul	476
2402	Ixrek_Rutul	wind	108	kulak {кулак}	кулак	kulak	-709
2403	Luchek_Rutul	wind	108	xɨbɨl	xɨbɨl	xɨbɨl	476
2404	Koshan_Aghul	wind	108	kulak	kulak	kulak	-710
2405	Keren_Aghul	wind	108	tireb	tireb	tireb	477
2406	Gequn_Aghul	wind	108	tireb	tireb	tireb	477
2407	Fite_Aghul	wind	108	kulak	kulak	kulak	-711
2408	Aghul_proper	wind	108	kulak	kulak	kulak	-712
2409	Northern_Tabasaran	wind	108	mˈikʼ-i	mˈikʼ-i	mˈikʼ-i	478
2410	Southern_Tabasaran	wind	108	mikʼ	mikʼ	mikʼ	478
2411	Gyune_Lezgi	wind	108	ɣar	ɣar	ɣar	479
2412	Outgroup_Chechen	wind	108	mox {мох}	мох	mox	480
#
2187	Nidzh_Udi	woman	99	čuː-χ ~ čuh-uχ ~ ču-b-uχ ~ ču-p-uχ ~ ču {чух ~ чугьух ~ чубух ~ чупух}	чух ~ чугьух ~ чубух ~ чупух	čuː-χ ~ čuh-uχ ~ ču-b-uχ ~ ču-p-uχ ~ ču	429
2188	Vartashen_Udi	woman	99	ču-b-uχ ~ či-b-uχ {чубух}	чубух	ču-b-uχ ~ či-b-uχ	429
2189	Archi	woman	99	ɬːonː-ˈol	ɬːonː-ˈol	ɬːonː-ˈol	430
2190	Kryts_proper	woman	99	χɨnɨb	χɨnɨb	χɨnɨb	431
2191	Alyk_Kryts	woman	99	χinib	χinib	χinib	431
2192	Budukh	woman	99	heǯ ~ ħeǯ {гьедж, хIедж}	гьедж, хIедж	heǯ ~ ħeǯ	-690
2193	Mishlesh_Tsakhur	woman	99	xunašːe {хьунаще}	хьунаще	xunašːe	430
2194	Mikik_Tsakhur	woman	99	xunašːe	xunašːe	xunašːe	430
2195	Gelmets_Tsakhur	woman	99	xunašːe	xunašːe	xunašːe	430
2196	Mukhad_Rutul	woman	99	xɨdɨl-dɨ {хьыдылды}	хьыдылды	xɨdɨl-dɨ	430
2197	Ixrek_Rutul	woman	99	xɨdɨl-dɨ {хьыдылды}	хьыдылды	xɨdɨl-dɨ	430
2198	Luchek_Rutul	woman	99	xɨdɨl-dɨ	xɨdɨl-dɨ	xɨdɨl-dɨ	430
2199	Koshan_Aghul	woman	99	χewe-r	χewe-r	χewe-r	431
2200	Keren_Aghul	woman	99	xir	xir	xir	432
2201	Gequn_Aghul	woman	99	xir	xir	xir	432
2202	Fite_Aghul	woman	99	xir	xir	xir	432
2203	Aghul_proper	woman	99	xir	xir	xir	432
2204	Northern_Tabasaran	woman	99	šiw	šiw	šiw	433
2205	Southern_Tabasaran	woman	99	χpːi-r	χpːi-r	χpːi-r	431
2206	Gyune_Lezgi	woman	99	pːab	pːab	pːab	434
2207	Outgroup_Chechen	woman	99	zud-a {зуда}	зуда	zud-a	435
#
2413	Nidzh_Udi	worm	109	meq {мехъ}	мехъ	meq	481
2414	Vartashen_Udi	worm	109	meq {мехъ}	мехъ	meq	481
2415	Archi	worm	109	milˈiχˤu	milˈiχˤu	milˈiχˤu	481
2416	Kryts_proper	worm	109	kʷak	kʷak	kʷak	482
2417	Alyk_Kryts	worm	109	čič	čič	čič	483
2418	Budukh	worm	109	čič {чич}	чич	čič	483
2419	Mishlesh_Tsakhur	worm	109	aˤbrawučʼ {аIбравучI}	аIбравучI	aˤbrawučʼ	484
2420	Mikik_Tsakhur	worm	109	abrawučʼe	abrawučʼe	abrawučʼe	484
2421	Gelmets_Tsakhur	worm	109	bɨrqʼˤɨnʸäš	bɨrqʼˤɨnʸäš	bɨrqʼˤɨnʸäš	485
2422	Mukhad_Rutul	worm	109	mulɨχˤ ~ müluχˤ ~ mulüχˤ {муьлуIх ~ мулюIх}	муьлуIх ~ мулюIх	mulɨχˤ ~ müluχˤ ~ mulüχˤ	481
2423	Ixrek_Rutul	worm	109	muluχˤ ~ müluχˤ {муIлуIх ~ муьлуIх}	муIлуIх ~ муьлуIх	muluχˤ ~ müluχˤ	481
2424	Luchek_Rutul	worm	109	muluχˤ	muluχˤ	muluχˤ	481
2425	Koshan_Aghul	worm	109	malaqʷˤ	malaqʷˤ	malaqʷˤ	481
2426	Keren_Aghul	worm	109	maluqˤ	maluqˤ	maluqˤ	481
2427	Gequn_Aghul	worm	109	maleqʷˤ	maleqʷˤ	maleqʷˤ	481
2428	Fite_Aghul	worm	109	müluqˤ	müluqˤ	müluqˤ	481
2429	Aghul_proper	worm	109	milaqʷ	milaqʷ	milaqʷ	481
2430	Northern_Tabasaran	worm	109	šar	šar	šar	486
2431	Southern_Tabasaran	worm	109	šar	šar	šar	486
2432	Gyune_Lezgi	worm	109	šar	šar	šar	486
2433	Outgroup_Chechen	worm	109	nʕäna {нIаьна}	нIаьна	nʕäna	487
2434	Kryts_proper	worm	109	čič	čič	čič	483
#
2435	Nidzh_Udi	year	110	usen {усен}	усен	usen	488
2436	Vartashen_Udi	year	110	usen {усен}	усен	usen	488
2437	Archi	year	110	sːan	sːan	sːan	488
2438	Kryts_proper	year	110	sän	sän	sän	488
2439	Alyk_Kryts	year	110	san	san	san	488
2440	Budukh	year	110	sən {сан}	сан	sən	488
2441	Mishlesh_Tsakhur	year	110	sʸen {сен}	сен	sʸen	488
2442	Mikik_Tsakhur	year	110	sʸen	sʸen	sʸen	488
2443	Gelmets_Tsakhur	year	110	sʸenʸ	sʸenʸ	sʸenʸ	488
2444	Mukhad_Rutul	year	110	sen {сен}	сен	sen	488
2445	Ixrek_Rutul	year	110	sen {сен}	сен	sen	488
2446	Luchek_Rutul	year	110	sen	sen	sen	488
2447	Koshan_Aghul	year	110	isː	isː	isː	489
2448	Keren_Aghul	year	110	is	is	is	489
2449	Gequn_Aghul	year	110	is	is	is	489
2450	Fite_Aghul	year	110	is	is	is	489
2451	Aghul_proper	year	110	is	is	is	489
2452	Northern_Tabasaran	year	110	yˈiz-i	yˈiz-i	yˈiz-i	489
2453	Southern_Tabasaran	year	110	yis	yis	yis	489
2454	Gyune_Lezgi	year	110	yis	yis	yis	489
2455	Outgroup_Chechen	year	110	šo {шо}	шо	šo	489
#
2208	Nidzh_Udi	yellow	100	nešˤ-um {неъшIум}	неъшIум	nešˤ-um	436
2209	Vartashen_Udi	yellow	100	nešˤ-um {неъшIум}	неъшIум	nešˤ-um	436
2210	Archi	yellow	100	χˈaχa-tːu-class	χˈaχa-tːu-class	χˈaχa-tːu-class	437
2211	Kryts_proper	yellow	100	cʼari	cʼari	cʼari	438
2212	Alyk_Kryts	yellow	100	qʼalːi	qʼalːi	qʼalːi	439
2213	Budukh	yellow	100	sozə {соза}	соза	sozə	440
2214	Mishlesh_Tsakhur	yellow	100	zɨrgɨ-n {зыргын}	зыргын	zɨrgɨ-n	-691
2215	Mikik_Tsakhur	yellow	100	ʁˤubɨ-n ~ ʁˤɨbɨ-n	ʁˤubɨ-n ~ ʁˤɨbɨ-n	ʁˤubɨ-n ~ ʁˤɨbɨ-n	441
2216	Gelmets_Tsakhur	yellow	100	dɨraqʼɨ-nʸ	dɨraqʼɨ-nʸ	dɨraqʼɨ-nʸ	442
2217	Mukhad_Rutul	yellow	100	qːˤɨb-dɨ {къыIбды}	къыIбды	qːˤɨb-dɨ	441
2218	Ixrek_Rutul	yellow	100	dɨraqʼ-dɨ ~ daraqʼ-dɨ {дыракьды ~ даракьды}	дыракьды ~ даракьды	dɨraqʼ-dɨ ~ daraqʼ-dɨ	442
2219	Luchek_Rutul	yellow	100	daraqʼ-dɨ	daraqʼ-dɨ	daraqʼ-dɨ	442
2220	Koshan_Aghul	yellow	100	qeqe-r	qeqe-r	qeqe-r	437
2221	Keren_Aghul	yellow	100	qˤuqe-f	qˤuqe-f	qˤuqe-f	437
2222	Gequn_Aghul	yellow	100	qäqä-f ~ qeqe-f	qäqä-f ~ qeqe-f	qäqä-f ~ qeqe-f	437
2223	Fite_Aghul	yellow	100	qˤuqi-t	qˤuqi-t	qˤuqi-t	437
2224	Aghul_proper	yellow	100	qüqe-f	qüqe-f	qüqe-f	437
2225	Northern_Tabasaran	yellow	100	ɢarχˈi	ɢarχˈi	ɢarχˈi	443
2226	Southern_Tabasaran	yellow	100	ʁatχˈu	ʁatχˈu	ʁatχˈu	443
2227	Gyune_Lezgi	yellow	100	qʸpːˈi	qʸpːˈi	qʸpːˈi	441
2228	Outgroup_Chechen	yellow	100	moːž-a {мōжа}	мōжа	moːž-a	444
2229	Mishlesh_Tsakhur	yellow	100	qːˤɨbɨ-n	qːˤɨbɨ-n	qːˤɨbɨ-n	441
2230	Mikik_Tsakhur	yellow	100	zɨrɣɨ-n	zɨrɣɨ-n	zɨrɣɨ-n	-692
