ID	_DOCULECT	_CONCEPTx	IPA	TOKENS	POS	COGID	ID_IN_SOURCE	CHINESE_GLOSS	SOURCE	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE
6896	Yunlong	labour	t͡sɿ₅₅t͡sɔ₄₂sɯ₃₃	t͡s ɿ ₅₅ t͡s ɔ ₄₂ s ɯ ₃₃	?	14311	291	劳动	Allen2007	tsɿ55tsɔ42sɯ33	labour
6897	Xiangyun	labour	kã₅₅t͡sɔ₄₂sou₃₃	k ã ₅₅ t͡s ɔ ₄₂ s ou ₃₃	?	14312	291	劳动	Allen2007	kã55tsɔ42sou33	labour
6898	Luobenzhuo	labour	t͡sɤ₃₃t͡sɤ₃₃ɕi₅₅	t͡s ɤ ₃₃ t͡s ɤ ₃₃ ɕ i ₅₅	?	14313	291	劳动	Allen2007	tsɤ33tsɤ33ɕi55	labour
6899	Jianchuan	plough(field)	t͡sou₄₄	t͡s ou ₄₄	?	14323	292	犁（田）	Allen2007	tsou44	plough(field)
6900	Eryuan	plough(field)	t͡sɔ₄₄	t͡s ɔ ₄₄	?	14324	292	犁（田）	Allen2007	tsɔ44	plough(field)
6901	Heqi	plough(field)	t͡sou₄₄	t͡s ou ₄₄	?	14325	292	犁（田）	Allen2007	tsou44	plough(field)
6902	Lanping	plough(field)	t͡su₅₅t͡ɕi₃₁	t͡s u ₅₅ t͡ɕ i ₃₁	?	14326	292	犁（田）	Allen2007	tsu55tɕi31	plough(field)
6903	Qiliqiao	plough(field)	t͡so₄₄	t͡s o ₄₄	?	14327	292	犁（田）	Allen2007	tso44	plough(field)
6904	Yunlong	plough(field)	t͡su₄₄	t͡s u ₄₄	?	14328	292	犁（田）	Allen2007	tsu44	plough(field)
6905	Xiangyun	plough(field)	t͡sɔ₄₄	t͡s ɔ ₄₄	?	14329	292	犁（田）	Allen2007	tsɔ44	plough(field)
6906	Luobenzhuo	plough(field)	t͡so₄₄	t͡s o ₄₄	?	14330	292	犁（田）	Allen2007	tso44	plough(field)
6907	Jianchuan	plant(seed)	t͡sɤ̃₄₂	t͡s ɤ̃ ₄₂	?	14340	293	栽种	Allen2007	tsɤ̃42	plant(seed)
6908	Eryuan	plant(seed)	t͡sɤ₄₂	t͡s ɤ ₄₂	?	14341	293	栽种	Allen2007	tsɤ42	plant(seed)
6909	Heqi	plant(seed)	t͡sũɔ̃₄₂	t͡s ũɔ̃ ₄₂	?	14342	293	栽种	Allen2007	tsũɔ̃42	plant(seed)
6910	Lanping	plant(seed)	t͡sɔ̃₄₂ku₄₄	t͡s ɔ̃ ₄₂ k u ₄₄	?	14343	293	栽种	Allen2007	tsɔ̃42ku44/fɛ44	plant(seed)
6911	Qiliqiao	plant(seed)	t͡sɤ₃₂	t͡s ɤ ₃₂	?	14344	293	栽种	Allen2007	tsɤ32	plant(seed)
6912	Yunlong	plant(seed)	kɛ₃₃	k ɛ ₃₃	?	14345	293	栽种	Allen2007	kɛ33	plant(seed)
6913	Xiangyun	plant(seed)	kʲɛ₃₅	kʲ ɛ ₃₅	?	14346	293	栽种	Allen2007	kʲɛ35/tɕɛ̃42	plant(seed)
6914	Luobenzhuo	plant(seed)	t͡ɕõ₄₂	t͡ɕ õ ₄₂	?	14347	293	栽种	Allen2007	tɕõ42	plant(seed)
6915	Jianchuan	put out to pasture	xã₅₅	x ã ₅₅	?	14357	297	放牧	Allen2007	xã55	put out to pasture
6916	Eryuan	put out to pasture	xa₅₅	x a ₅₅	?	14358	297	放牧	Allen2007	xa55	put out to pasture
6917	Heqi	put out to pasture	xʰã₅₅	xʰ ã ₅₅	?	14359	297	放牧	Allen2007	xʰã55	put out to pasture
6918	Lanping	put out to pasture	xã₅₅	x ã ₅₅	?	14360	297	放牧	Allen2007	xã55	put out to pasture
6919	Qiliqiao	put out to pasture	xa₅₅	x a ₅₅	?	14361	297	放牧	Allen2007	xa55	put out to pasture
6920	Yunlong	put out to pasture	xa₅₅	x a ₅₅	?	14362	297	放牧	Allen2007	xa55	put out to pasture
6921	Xiangyun	put out to pasture	xã₅₅	x ã ₅₅	?	14363	297	放牧	Allen2007	xã55	put out to pasture
6922	Luobenzhuo	put out to pasture	mæ₄₂	m æ ₄₂	?	14364	297	放牧	Allen2007	mæ42	put out to pasture
6923	Jianchuan	feed(fatten up)	wẽ₄₂	w ẽ ₄₂	?	14374	298	喂（催膘）	Allen2007	wẽ42	feed(fatten up)
6924	Eryuan	feed(fatten up)	we₄₂	w e ₄₂	?	14375	298	喂（催膘）	Allen2007	we42	feed(fatten up)
6925	Heqi	feed(fatten up)	we₄₂	w e ₄₂	?	14376	298	喂（催膘）	Allen2007	we42	feed(fatten up)
6926	Lanping	feed(fatten up)	we₄₂	w e ₄₂	?	14377	298	喂（催膘）	Allen2007	we42	feed(fatten up)
6927	Qiliqiao	feed(fatten up)	wa₃₂	w a ₃₂	?	14378	298	喂（催膘）	Allen2007	wa32	feed(fatten up)
6928	Yunlong	feed(fatten up)	wɛ₄₂	w ɛ ₄₂	?	14379	298	喂（催膘）	Allen2007	wɛ42	feed(fatten up)
6929	Xiangyun	feed(fatten up)	we₄₂	w e ₄₂	?	14380	298	喂（催膘）	Allen2007	we42	feed(fatten up)
6930	Luobenzhuo	feed(fatten up)	ao₅₅	ao ₅₅	?	14381	298	喂（催膘）	Allen2007	ao55	feed(fatten up)
6931	Jianchuan	call(name)	t͡ɕʰỹ₅₅	t͡ɕʰ ỹ ₅₅	?	14391	303	称	Allen2007	tɕʰỹ55	call(name)
6932	Eryuan	call(name)	t͡ɕʰy₅₅	t͡ɕʰ y ₅₅	?	14392	303	称	Allen2007	tɕʰy55	call(name)
6933	Heqi	call(name)	t͡ɕʰỹ₅₅	t͡ɕʰ ỹ ₅₅	?	14393	303	称	Allen2007	tɕʰỹ55	call(name)
6934	Lanping	call(name)	t͡ɕʰỹ₅₅	t͡ɕʰ ỹ ₅₅	?	14394	303	称	Allen2007	tɕʰỹ55	call(name)
6935	Qiliqiao	call(name)	t͡ɕʰy₅₅	t͡ɕʰ y ₅₅	?	14395	303	称	Allen2007	tɕʰy55	call(name)
6936	Yunlong	call(name)	t͡ɕʰyɛ₅₅	t͡ɕʰ yɛ ₅₅	?	14396	303	称	Allen2007	tɕʰyɛ55	call(name)
6937	Xiangyun	call(name)	t͡sʰɯ̃₅₅	t͡sʰ ɯ̃ ₅₅	?	14397	303	称	Allen2007	tsʰɯ̃55	call(name)
6938	Luobenzhuo	call(name)	t͡sʰũẽ₅₅	t͡sʰ ũẽ ₅₅	?	14398	303	称	Allen2007	tsʰũẽ55	call(name)
6939	Jianchuan	write	vɛ₄₂	v ɛ ₄₂	?	14408	305	写	Allen2007	vɛ42	write
6940	Eryuan	write	wɛ₄₂	w ɛ ₄₂	?	14409	305	写	Allen2007	wɛ42	write
6941	Heqi	write	vɛ₄₂	v ɛ ₄₂	?	14410	305	写	Allen2007	vɛ42	write
6942	Lanping	write	vɛ₄₂	v ɛ ₄₂	?	14411	305	写	Allen2007	vɛ42	write
6943	Qiliqiao	write	wɛ₄₂	w ɛ ₄₂	?	14412	305	写	Allen2007	wɛ42	write
6944	Yunlong	write	wɛ₄₂	w ɛ ₄₂	?	14413	305	写	Allen2007	wɛ42	write
6945	Xiangyun	write	wɛ₄₂	w ɛ ₄₂	?	14414	305	写	Allen2007	wɛ42	write
6946	Luobenzhuo	write	kua₅₅	k ua ₅₅	?	14415	305	写	Allen2007	kua55	write
6947	Jianchuan	stick,glue	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	?	14425	306	贴	Allen2007	tɕʰa44	stick,glue
6948	Eryuan	stick,glue	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	?	14426	306	贴	Allen2007	tɕʰa44	stick,glue
6949	Heqi	stick,glue	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	?	14427	306	贴	Allen2007	tɕʰa44	stick,glue
6950	Lanping	stick,glue	t͡ɕʰa₄₄	t͡ɕʰ a ₄₄	?	14428	306	贴	Allen2007	tɕʰa44	stick,glue
6951	Qiliqiao	stick,glue	ŋa₃₅	ŋ a ₃₅	?	14429	306	贴	Allen2007	ŋa35/tɕʰa44	stick,glue
6952	Yunlong	stick,glue	ɲa₄₄	ɲ a ₄₄	?	14430	306	贴	Allen2007	ɲa44	stick,glue
6953	Xiangyun	stick,glue	nia₄₂	n ia ₄₂	?	14431	306	贴	Allen2007	nia42	stick,glue
6954	Luobenzhuo	stick,glue	pʰæ₄₂	pʰ æ ₄₂	?	14432	306	贴	Allen2007	pʰæ42	stick,glue
6955	Jianchuan	shallow fry	t͡sẽ₅₅	t͡s ẽ ₅₅	?	14442	309	煎	Allen2007	tsẽ55	shallow fry
6956	Eryuan	shallow fry	t͡se₃₅	t͡s e ₃₅	?	14443	309	煎	Allen2007	tse35	shallow fry
6957	Heqi	shallow fry	t͡sẽ₅₅	t͡s ẽ ₅₅	?	14444	309	煎	Allen2007	tsẽ55	shallow fry
6958	Lanping	shallow fry	t͡sẽ₅₅	t͡s ẽ ₅₅	?	14445	309	煎	Allen2007	tsẽ55	shallow fry
6959	Qiliqiao	shallow fry	t͡se₃₅	t͡s e ₃₅	?	14446	309	煎	Allen2007	tse35	shallow fry
6960	Yunlong	shallow fry	t͡se₃₅	t͡s e ₃₅	?	14447	309	煎	Allen2007	tse35	shallow fry
6961	Xiangyun	shallow fry	t͡sẽ₃₅	t͡s ẽ ₃₅	?	14448	309	煎	Allen2007	tsẽ35	shallow fry
6962	Luobenzhuo	shallow fry	tao₃₃	t ao ₃₃	?	14449	309	煎	Allen2007	tao33	shallow fry
6963	Jianchuan	braise	t͡sɯ̃₅₅	t͡s ɯ̃ ₅₅	?	14459	310	蒸	Allen2007	tsɯ̃55	braise
6964	Eryuan	braise	t͡ʂɯ₃₅	t͡ʂ ɯ ₃₅	?	14460	310	蒸	Allen2007	tʂɯ35	braise
6965	Heqi	braise	t͡sɯ̃₅₅	t͡s ɯ̃ ₅₅	?	14461	310	蒸	Allen2007	tsɯ̃55	braise
6966	Lanping	braise	t͡sɯ̃₅₅	t͡s ɯ̃ ₅₅	?	14462	310	蒸	Allen2007	tsɯ̃55	braise
6967	Qiliqiao	braise	t͡sɯ₃₅	t͡s ɯ ₃₅	?	14463	310	蒸	Allen2007	tsɯ35	braise
6968	Yunlong	braise	t͡sɯ₃₅	t͡s ɯ ₃₅	?	14464	310	蒸	Allen2007	tsɯ35	braise
6969	Xiangyun	braise	t͡sɯ̃₃₅	t͡s ɯ̃ ₃₅	?	14465	310	蒸	Allen2007	tsɯ̃35	braise
6970	Luobenzhuo	braise	ʈɯ̃₅₅	ʈ ɯ̃ ₅₅	?	14466	310	蒸	Allen2007	ʈɯ̃55	braise
6971	Jianchuan	chop	tõ₄₂	t õ ₄₂	?	14476	314	剁	Allen2007	tõ42	chop
6972	Eryuan	chop	tɔ₄₂	t ɔ ₄₂	?	14477	314	剁	Allen2007	tɔ42	chop
6973	Heqi	chop	tɔu₄₂	t ɔu ₄₂	?	14478	314	剁	Allen2007	tɔu42	chop
6974	Lanping	chop	tu₄₂	t u ₄₂	?	14479	314	剁	Allen2007	tu42	chop
6975	Qiliqiao	chop	tuɔ₃₂	t uɔ ₃₂	?	14480	314	剁	Allen2007	tuɔ32	chop
6976	Yunlong	chop	to₄₂	t o ₄₂	?	14481	314	剁	Allen2007	to42	chop
6977	Xiangyun	chop	tuɔ₄₂	t uɔ ₄₂	?	14482	314	剁	Allen2007	tuɔ42	chop
6978	Luobenzhuo	chop	tao₄₂	t ao ₄₂	?	14483	314	剁	Allen2007	tao42	chop
6979	Jianchuan	cut(with scissors)	kɛ₄₂	k ɛ ₄₂	?	14493	315	剪	Allen2007	kɛ42	cut(with scissors)
6980	Eryuan	cut(with scissors)	kʲɛ₄₂	kʲ ɛ ₄₂	?	14494	315	剪	Allen2007	kʲɛ42	cut(with scissors)
6981	Heqi	cut(with scissors)	kɛ̃₄₂	k ɛ̃ ₄₂	?	14495	315	剪	Allen2007	kɛ̃42	cut(with scissors)
6982	Lanping	cut(with scissors)	kɛ₄₂	k ɛ ₄₂	?	14496	315	剪	Allen2007	kɛ42	cut(with scissors)
6983	Qiliqiao	cut(with scissors)	kiɛ₄₂	k iɛ ₄₂	?	14497	315	剪	Allen2007	kiɛ42	cut(with scissors)
6984	Yunlong	cut(with scissors)	kɛ₄₂	k ɛ ₄₂	?	14498	315	剪	Allen2007	kɛ42	cut(with scissors)
6985	Xiangyun	cut(with scissors)	kʲɛ₄₂	kʲ ɛ ₄₂	?	14499	315	剪	Allen2007	kʲɛ42	cut(with scissors)
6986	Luobenzhuo	cut(with scissors)	qa₄₄	q a ₄₄	?	14500	315	剪	Allen2007	qa44	cut(with scissors)
6987	Jianchuan	grind(wheat)	wẽ₄₂	w ẽ ₄₂	?	14510	316	磨（面）	Allen2007	wẽ42	grind(wheat)
6988	Eryuan	grind(wheat)	t͡ʂʰe₄₄	t͡ʂʰ e ₄₄	?	14511	316	磨（面）	Allen2007	tʂʰe44	grind(wheat)
6989	Heqi	grind(wheat)	wẽ₄₂	w ẽ ₄₂	?	14512	316	磨（面）	Allen2007	wẽ42	grind(wheat)
6990	Lanping	grind(wheat)	wẽ₄₂	w ẽ ₄₂	?	14513	316	磨（面）	Allen2007	wẽ42	grind(wheat)
6991	Qiliqiao	grind(wheat)	we₄₂	w e ₄₂	?	14514	316	磨（面）	Allen2007	we42	grind(wheat)
6992	Yunlong	grind(wheat)	t͡sʰɛ₄₄	t͡sʰ ɛ ₄₄	?	14515	316	磨（面）	Allen2007	tsʰɛ44	grind(wheat)
6993	Xiangyun	grind(wheat)	t͡sʰe₄₄	t͡sʰ e ₄₄	?	14516	316	磨（面）	Allen2007	tsʰe44	grind(wheat)
6994	Luobenzhuo	grind(wheat)	ʑi₄₄	ʑ i ₄₄	?	14517	316	磨（面）	Allen2007	ʑi44	grind(wheat)
6995	Jianchuan	hang out(clothes)	sõ₅₅	s õ ₅₅	?	14527	318	晾（衣）	Allen2007	sõ55	hang out(clothes)
6996	Eryuan	hang out(clothes)	sɔ₅₅	s ɔ ₅₅	?	14528	318	晾（衣）	Allen2007	sɔ55	hang out(clothes)
6997	Heqi	hang out(clothes)	sʰɔ̃u₅₅	sʰ ɔ̃u ₅₅	?	14529	318	晾（衣）	Allen2007	sʰɔ̃u55	hang out(clothes)
6998	Lanping	hang out(clothes)	sõ₅₅	s õ ₅₅	?	14530	318	晾（衣）	Allen2007	sõ55	hang out(clothes)
6999	Qiliqiao	hang out(clothes)	so₅₅	s o ₅₅	?	14531	318	晾（衣）	Allen2007	so55	hang out(clothes)
7000	Yunlong	hang out(clothes)	sɔ₅₅	s ɔ ₅₅	?	14532	318	晾（衣）	Allen2007	sɔ55	hang out(clothes)
7001	Xiangyun	hang out(clothes)	sã₅₅	s ã ₅₅	?	14533	318	晾（衣）	Allen2007	sã55	hang out(clothes)
7002	Luobenzhuo	hang out(clothes)	t͡ɕʰo₅₅	t͡ɕʰ o ₅₅	?	14534	318	晾（衣）	Allen2007	tɕʰo55	hang out(clothes)
7003	Jianchuan	dry(sthg) in sun	xou₃₁	x ou ₃₁	?	14544	319	晒	Allen2007	xou31	dry(sthg) in sun
7004	Eryuan	dry(sthg) in sun	xɔ₃₁	x ɔ ₃₁	?	14545	319	晒	Allen2007	xɔ31	dry(sthg) in sun
7005	Heqi	dry(sthg) in sun	xʰɔu₃₁	xʰ ɔu ₃₁	?	14546	319	晒	Allen2007	xʰɔu31	dry(sthg) in sun
7006	Lanping	dry(sthg) in sun	xɔ₃₁	x ɔ ₃₁	?	14547	319	晒	Allen2007	xɔ31	dry(sthg) in sun
7007	Qiliqiao	dry(sthg) in sun	xɔ₂₁	x ɔ ₂₁	?	14548	319	晒	Allen2007	xɔ21	dry(sthg) in sun
7008	Yunlong	dry(sthg) in sun	xɔ₃₁	x ɔ ₃₁	?	14549	319	晒	Allen2007	xɔ31	dry(sthg) in sun
7009	Xiangyun	dry(sthg) in sun	xɔ₄₂	x ɔ ₄₂	?	14550	319	晒	Allen2007	xɔ42	dry(sthg) in sun
7010	Luobenzhuo	dry(sthg) in sun	xao₄₂	x ao ₄₂	?	14551	319	晒	Allen2007	xao42	dry(sthg) in sun
7011	Jianchuan	wash	se₃₃	s e ₃₃	verb	14561	320	洗	Allen2007	se33	wash
7012	Eryuan	wash	se₃₃	s e ₃₃	verb	14562	320	洗	Allen2007	se33	wash
7013	Heqi	wash	sʰe₃₃	sʰ e ₃₃	verb	14563	320	洗	Allen2007	sʰe33	wash
7014	Lanping	wash	sẽ₄₄	s ẽ ₄₄	verb	14564	320	洗	Allen2007	sẽ44	wash
7015	Qiliqiao	wash	se₃₃	s e ₃₃	verb	14565	320	洗	Allen2007	se33	wash
7016	Yunlong	wash	se₃₃	s e ₃₃	verb	14566	320	洗	Allen2007	se33	wash
7017	Xiangyun	wash	se₃₃	s e ₃₃	verb	14567	320	洗	Allen2007	se33	wash
7018	Luobenzhuo	wash	ɕy₃₃	ɕ y ₃₃	verb	14568	320	洗	Allen2007	ɕy33	wash
7019	Jianchuan	sweep	t͡sʰou₄₄	t͡sʰ ou ₄₄	?	14578	323	扫（地）	Allen2007	tsʰou44	sweep
7020	Eryuan	sweep	sɔ₄₄	s ɔ ₄₄	?	14579	323	扫（地）	Allen2007	sɔ44	sweep
7021	Heqi	sweep	t͡sʰou₄₄	t͡sʰ ou ₄₄	?	14580	323	扫（地）	Allen2007	tsʰou44	sweep
7022	Lanping	sweep	t͡sʰu₄₄	t͡sʰ u ₄₄	?	14581	323	扫（地）	Allen2007	tsʰu44	sweep
7023	Qiliqiao	sweep	ɕu₃₃	ɕ u ₃₃	?	14582	323	扫（地）	Allen2007	ɕu33	sweep
7024	Yunlong	sweep	suɔ₃₃	s uɔ ₃₃	?	14583	323	扫（地）	Allen2007	suɔ33	sweep
7025	Xiangyun	sweep	su₃₃	s u ₃₃	?	14584	323	扫（地）	Allen2007	su33	sweep
7026	Luobenzhuo	sweep	ʈʰu₅₅	ʈʰ u ₅₅	?	14585	323	扫（地）	Allen2007	ʈʰu55	sweep
7027	Jianchuan	lay aside	sɯ₄₄	s ɯ ₄₄	?	14595	325	放置	Allen2007	sɯ44	lay aside
7028	Eryuan	lay aside	tɯ₃₁	t ɯ ₃₁	?	14596	325	放置	Allen2007	tɯ31	lay aside
7029	Heqi	lay aside	sʰɯ₄₄	sʰ ɯ ₄₄	?	14597	325	放置	Allen2007	sʰɯ44	lay aside
7030	Lanping	lay aside	sɯ₄₄	s ɯ ₄₄	?	14598	325	放置	Allen2007	sɯ44	lay aside
7031	Qiliqiao	lay aside	zɯ₄₄	z ɯ ₄₄	?	14599	325	放置	Allen2007	zɯ44	lay aside
7032	Yunlong	lay aside	t͡sɔ₃₃kʰɯ₃₁	t͡s ɔ ₃₃ kʰ ɯ ₃₁	?	14600	325	放置	Allen2007	tsɔ33kʰɯ31	lay aside
7033	Xiangyun	lay aside	t͡sã₃₅	t͡s ã ₃₅	?	14601	325	放置	Allen2007	tsã35	lay aside
7034	Luobenzhuo	lay aside	t͡ɕã₄₂	t͡ɕ ã ₄₂	?	14602	325	放置	Allen2007	tɕã42	lay aside
7035	Jianchuan	pile up	t͡sẽ₃₃	t͡s ẽ ₃₃	?	14612	327	堆（放）	Allen2007	tsẽ33	pile up
7036	Eryuan	pile up	t͡ʂe₃₃	t͡ʂ e ₃₃	?	14613	327	堆（放）	Allen2007	tʂe33	pile up
7037	Heqi	pile up	t͡sẽ₃₃	t͡s ẽ ₃₃	?	14614	327	堆（放）	Allen2007	tsẽ33	pile up
7038	Lanping	pile up	t͡sẽ₄₄	t͡s ẽ ₄₄	?	14615	327	堆（放）	Allen2007	tsẽ44	pile up
7039	Qiliqiao	pile up	t͡se₃₃	t͡s e ₃₃	?	14616	327	堆（放）	Allen2007	tse33	pile up
7040	Yunlong	pile up	tue₃₃	t ue ₃₃	?	14617	327	堆（放）	Allen2007	tue33	pile up
7041	Xiangyun	pile up	ma₂₁	m a ₂₁	?	14618	327	堆（放）	Allen2007	ma21	pile up
7042	Luobenzhuo	pile up	ɖẽ₃₃	ɖ ẽ ₃₃	?	14619	327	堆（放）	Allen2007	ɖẽ33	pile up
7043	Jianchuan	light(lamp)	kẽ₃₁	k ẽ ₃₁	?	14629	328	点（灯）	Allen2007	kẽ31	light(lamp)
7044	Eryuan	light(lamp)	kʲe₃₁	kʲ e ₃₁	?	14630	328	点（灯）	Allen2007	kʲe31	light(lamp)
7045	Heqi	light(lamp)	ke₄₂	k e ₄₂	?	14631	328	点（灯）	Allen2007	ke42	light(lamp)
7046	Lanping	light(lamp)	ke₃₃	k e ₃₃	?	14632	328	点（灯）	Allen2007	ke33	light(lamp)
7047	Qiliqiao	light(lamp)	ke₃₁	k e ₃₁	?	14633	328	点（灯）	Allen2007	ke31	light(lamp)
7048	Yunlong	light(lamp)	ke₃₁	k e ₃₁	?	14634	328	点（灯）	Allen2007	ke31	light(lamp)
7049	Xiangyun	light(lamp)	kʲẽ₂₁	kʲ ẽ ₂₁	?	14635	328	点（灯）	Allen2007	kʲẽ21	light(lamp)
7050	Luobenzhuo	light(lamp)	ɲĩ₃₃	ɲ ĩ ₃₃	?	14636	328	点（灯）	Allen2007	ɲĩ33	light(lamp)
7051	Jianchuan	receive	sɯ₅₅	s ɯ ₅₅	?	14646	329	收	Allen2007	sɯ55	receive
7052	Eryuan	receive	ʂɯ₃₅	ʂ ɯ ₃₅	?	14647	329	收	Allen2007	ʂɯ35	receive
7053	Heqi	receive	sɯ₅₅	s ɯ ₅₅	?	14648	329	收	Allen2007	sɯ55	receive
7054	Lanping	receive	sɯ₅₅	s ɯ ₅₅	?	14649	329	收	Allen2007	sɯ55	receive
7055	Qiliqiao	receive	sɯ₃₅	s ɯ ₃₅	?	14650	329	收	Allen2007	sɯ35	receive
7056	Yunlong	receive	sɤ₃₅	s ɤ ₃₅	?	14651	329	收	Allen2007	sɤ35	receive
7057	Xiangyun	receive	sou₃₅	s ou ₃₅	?	14652	329	收	Allen2007	sou35	receive
7058	Luobenzhuo	receive	qʰɛ₅₅	qʰ ɛ ₅₅	?	14653	329	收	Allen2007	qʰɛ55	receive
7059	Jianchuan	lose(can't find)	nɛ₄₂su₃₃t͡sʰɯ₅₅	n ɛ ₄₂ s u ₃₃ t͡sʰ ɯ ₅₅	?	14663	330	遗失	Allen2007	nɛ42su33tsʰɯ55	lose(can't find)
7060	Eryuan	lose(can't find)	ta₃₅ʂɔ₃₃	t a ₃₅ ʂ ɔ ₃₃	?	14664	330	遗失	Allen2007	ta35ʂɔ33	lose(can't find)
7061	Heqi	lose(can't find)	sʰɔu₃₃	sʰ ɔu ₃₃	?	14665	330	遗失	Allen2007	sʰɔu33	lose(can't find)
7062	Lanping	lose(can't find)	sɔ̃₃₃sɯ₄₄	s ɔ̃ ₃₃ s ɯ ₄₄	?	14666	330	遗失	Allen2007	sɔ̃33sɯ44	lose(can't find)
7063	Qiliqiao	lose(can't find)	t͡sʰɿ₅₅xɯ₅₅	t͡sʰ ɿ ₅₅ x ɯ ₅₅	?	14667	330	遗失	Allen2007	tsʰɿ55xɯ55	lose(can't find)
7064	Yunlong	lose(can't find)	la₄₄sɔ₃₃	l a ₄₄ s ɔ ₃₃	?	14668	330	遗失	Allen2007	la44sɔ33	lose(can't find)
7065	Xiangyun	lose(can't find)	t͡sɿ₅₅t͡sʰɿ₅₅	t͡s ɿ ₅₅ t͡sʰ ɿ ₅₅	?	14669	330	遗失	Allen2007	tsɿ55tsʰɿ55	lose(can't find)
7066	Luobenzhuo	lose(can't find)	ʂʅ₃₃t͡ʂʰʅ₃₃	ʂ ʅ ₃₃ t͡ʂʰ ʅ ₃₃	?	14670	330	遗失	Allen2007	ʂʅ33tʂʰʅ33	lose(can't find)
7067	Jianchuan	look for	ɕĩ₂₁	ɕ ĩ ₂₁	?	14680	331	寻找	Allen2007	ɕĩ21/ã33	look for
7068	Eryuan	look for	ji₂₁	j i ₂₁	?	14681	331	寻找	Allen2007	ji21	look for
7069	Heqi	look for	t͡sɔu₃₃	t͡s ɔu ₃₃	?	14682	331	寻找	Allen2007	tsɔu33	look for
7070	Lanping	look for	ji₂₁	j i ₂₁	?	14683	331	寻找	Allen2007	ji21/ã44	look for
7071	Qiliqiao	look for	ji₂₁	j i ₂₁	?	14684	331	寻找	Allen2007	ji21	look for
7072	Yunlong	look for	ze₃₁	z e ₃₁	?	14685	331	寻找	Allen2007	ze31	look for
7073	Xiangyun	look for	zẽ₃₁	z ẽ ₃₁	?	14686	331	寻找	Allen2007	zẽ31	look for
7074	Luobenzhuo	look for	ʂæ₄₂	ʂ æ ₄₂	?	14687	331	寻找	Allen2007	ʂæ42	look for
7075	Jianchuan	use	jõ₄₂	j õ ₄₂	?	14697	332	用（使用）	Allen2007	jõ42	use
7076	Eryuan	use	jɔ₄₂	j ɔ ₄₂	?	14698	332	用（使用）	Allen2007	jɔ42	use
7077	Heqi	use	jɔ̃u₄₂	j ɔ̃u ₄₂	?	14699	332	用（使用）	Allen2007	jɔ̃u42	use
7078	Lanping	use	jɔ̃₄₂	j ɔ̃ ₄₂	?	14700	332	用（使用）	Allen2007	jɔ̃42	use
7079	Qiliqiao	use	zɤ₃₃	z ɤ ₃₃	?	14701	332	用（使用）	Allen2007	zɤ33	use
7080	Yunlong	use	jɔ₄₂	j ɔ ₄₂	?	14702	332	用（使用）	Allen2007	jɔ42	use
7081	Xiangyun	use	jɛ̃₂₁	j ɛ̃ ₂₁	?	14703	332	用（使用）	Allen2007	jɛ̃21	use
7082	Luobenzhuo	use	ɲõ₄₄	ɲ õ ₄₄	?	14704	332	用（使用）	Allen2007	ɲõ44	use
7083	Jianchuan	play	wa₄₂sẽ₂₁	w a ₄₂ s ẽ ₂₁	verb	14714	333	玩耍	Allen2007	wa42sẽ21	play
7084	Eryuan	play	u₃₁t͡ɕʰu₃₁	u ₃₁ t͡ɕʰ u ₃₁	verb	14715	333	玩耍	Allen2007	u31tɕʰu31	play
7085	Heqi	play	vɤ₄₂tɯ₃₃	v ɤ ₄₂ t ɯ ₃₃	verb	14716	333	玩耍	Allen2007	vɤ42tɯ33	play
7086	Lanping	play	wa₄₂ʐɛ₂₁	w a ₄₂ ʐ ɛ ₂₁	verb	14717	333	玩耍	Allen2007	wa42ʐɛ21	play
7087	Qiliqiao	play	ɔ₂₁t͡ɕʰɔ₃₃	ɔ ₂₁ t͡ɕʰ ɔ ₃₃	verb	14718	333	玩耍	Allen2007	ɔ21tɕʰɔ33	play
7088	Yunlong	play	wu₃₁t͡ɕʰu₃₁	w u ₃₁ t͡ɕʰ u ₃₁	verb	14719	333	玩耍	Allen2007	wu31tɕʰu31	play
7089	Xiangyun	play	t͡sʰu₃₁	t͡sʰ u ₃₁	verb	14720	333	玩耍	Allen2007	tsʰu31	play
7090	Luobenzhuo	play	xæ̃₃₅ʐæ₄₂	x æ̃ ₃₅ ʐ æ ₄₂	verb	14721	333	玩耍	Allen2007	xæ̃35ʐæ42	play
7091	Jianchuan	answer	ta₅₅jɯ̃₄₄	t a ₅₅ j ɯ̃ ₄₄	?	14731	335	答	Allen2007	ta55jɯ̃44	answer
7092	Eryuan	answer	ta₃₅jɯ₄₄	t a ₃₅ j ɯ ₄₄	?	14732	335	答	Allen2007	ta35jɯ44	answer
7093	Heqi	answer	ta₅₅jɯ̃₄₄	t a ₅₅ j ɯ̃ ₄₄	?	14733	335	答	Allen2007	ta55jɯ̃44	answer
7094	Lanping	answer	ta₃₃pɯ₅₅tɔ̃₃₁	t a ₃₃ p ɯ ₅₅ t ɔ̃ ₃₁	?	14734	335	答	Allen2007	ta33pɯ55tɔ̃31	answer
